"Northeast                                         ","Walmart                                           ",$5.76
"Southeast                                         ","Ameriprise Financial                              ",$5.15
"Southeast                                         ","Ameriprise Financial                              ",$5.19
"Southeast                                         ","Ameriprise Financial                              ",$5.05
"Southeast                                         ","Ameriprise Financial                              ",$5.12
"Southeast                                         ","Ameriprise Financial                              ",$5.55
"Southeast                                         ","Ameriprise Financial                              ",$5.12
"Southeast                                         ","Ameriprise Financial                              ",$5.14
"Southeast                                         ","Ameriprise Financial                              ",$5.97
"Southeast                                         ","Ameriprise Financial                              ",$5.06
"Southeast                                         ","Ameriprise Financial                              ",$5.17
"Southeast                                         ","Ameriprise Financial                              ",$5.27
"Southeast                                         ","Ameriprise Financial                              ",$5.38
"Southeast                                         ","Ameriprise Financial                              ",$4.99
"Southeast                                         ","Ameriprise Financial                              ",$4.99
"Southeast                                         ","Ameriprise Financial                              ",$5.11
"Southeast                                         ","Ameriprise Financial                              ",$5.07
"Southeast                                         ","Ameriprise Financial                              ",$5.01
"Southeast                                         ","Computer Sciences                                 ",$5.14
"Southeast                                         ","Computer Sciences                                 ",$5.30
"Southeast                                         ","Computer Sciences                                 ",$5.34
"Southeast                                         ","Computer Sciences                                 ",$5.48
"Southeast                                         ","Computer Sciences                                 ",$5.08
"Southeast                                         ","Computer Sciences                                 ",$5.34
"Southeast                                         ","Computer Sciences                                 ",$5.45
"Southeast                                         ","Computer Sciences                                 ",$4.99
"Southeast                                         ","Computer Sciences                                 ",$4.99
"Southeast                                         ","Computer Sciences                                 ",$5.49
"Southeast                                         ","Computer Sciences                                 ",$5.31
"Southeast                                         ","Computer Sciences                                 ",$5.90
"Southeast                                         ","Computer Sciences                                 ",$5.22
"Southeast                                         ","Computer Sciences                                 ",$5.14
"Southeast                                         ","Computer Sciences                                 ",$5.17
"Southeast                                         ","Computer Sciences                                 ",$5.17
"Southeast                                         ","L Brands                                          ",$5.99
"Southeast                                         ","L Brands                                          ",$6.24
"Southeast                                         ","Jacobs Engineering Group                          ",$5.39
"Southeast                                         ","Jacobs Engineering Group                          ",$5.32
"Southeast                                         ","Jacobs Engineering Group                          ",$5.72
"Southeast                                         ","Jacobs Engineering Group                          ",$5.37
"Southeast                                         ","Jacobs Engineering Group                          ",$5.19
"Southeast                                         ","Jacobs Engineering Group                          ",$5.40
"Southeast                                         ","Jacobs Engineering Group                          ",$5.41
"Southeast                                         ","Jacobs Engineering Group                          ",$5.16
"Southeast                                         ","Jacobs Engineering Group                          ",$5.58
"Southeast                                         ","Principal Financial                               ",$5.88
"Southeast                                         ","Principal Financial                               ",$4.99
"Southeast                                         ","Principal Financial                               ",$5.46
"Southeast                                         ","Principal Financial                               ",$5.18
"Southeast                                         ","Ross Stores                                       ",$5.04
"Southeast                                         ","Ross Stores                                       ",$5.06
"Southeast                                         ","Ross Stores                                       ",$5.04
"Southeast                                         ","Ross Stores                                       ",$5.43
"Southeast                                         ","Ross Stores                                       ",$5.11
"Southeast                                         ","Ross Stores                                       ",$5.06
"Southeast                                         ","Ross Stores                                       ",$5.26
"Southeast                                         ","Bed Bath & Beyond                                 ",$6.37
"Southeast                                         ","CSX                                               ",$7.56
"Southeast                                         ","CSX                                               ",$5.92
"Southeast                                         ","CSX                                               ",$6.62
"Southeast                                         ","CSX                                               ",$6.00
"Southeast                                         ","Toys 'R' Us                                       ",$5.69
"Southeast                                         ","Toys 'R' Us                                       ",$7.20
"Southeast                                         ","Toys 'R' Us                                       ",$5.64
"Southeast                                         ","Toys 'R' Us                                       ",$5.55
"Southeast                                         ","Toys 'R' Us                                       ",$5.19
"Southeast                                         ","Toys 'R' Us                                       ",$5.90
"Southeast                                         ","Toys 'R' Us                                       ",$5.29
"Southeast                                         ","Toys 'R' Us                                       ",$5.37
"Southeast                                         ","Las Vegas Sands                                   ",$6.02
"Southeast                                         ","Leucadia National                                 ",$5.45
"Southeast                                         ","Leucadia National                                 ",$5.02
"Southeast                                         ","Leucadia National                                 ",$5.31
"Southeast                                         ","Leucadia National                                 ",$5.11
"Southeast                                         ","Leucadia National                                 ",$5.11
"Southeast                                         ","Leucadia National                                 ",$5.41
"Southeast                                         ","Leucadia National                                 ",$5.29
"Southeast                                         ","Leucadia National                                 ",$5.16
"Southeast                                         ","Leucadia National                                 ",$5.92
"Southeast                                         ","Leucadia National                                 ",$5.56
"Southeast                                         ","Leucadia National                                 ",$5.47
"Southeast                                         ","Leucadia National                                 ",$5.46
"Southeast                                         ","Leucadia National                                 ",$5.72
"Southeast                                         ","Leucadia National                                 ",$5.30
"Southeast                                         ","Leucadia National                                 ",$5.31
"Southeast                                         ","Leucadia National                                 ",$5.77
"Southeast                                         ","Leucadia National                                 ",$5.85
"Southeast                                         ","Leucadia National                                 ",$5.20
"Southeast                                         ","Leucadia National                                 ",$5.26
"Southeast                                         ","Leucadia National                                 ",$5.24
"Southeast                                         ","Leucadia National                                 ",$5.31
"Southeast                                         ","Leucadia National                                 ",$5.38
"Southeast                                         ","Leucadia National                                 ",$5.68
"Southeast                                         ","Leucadia National                                 ",$5.48
"Southeast                                         ","Leucadia National                                 ",$5.93
"Southeast                                         ","Leucadia National                                 ",$5.18
"Southeast                                         ","Leucadia National                                 ",$5.65
"Southeast                                         ","Leucadia National                                 ",$4.99
"Southeast                                         ","Leucadia National                                 ",$5.44
"Southeast                                         ","Leucadia National                                 ",$5.15
"Southeast                                         ","Leucadia National                                 ",$5.27
"Southeast                                         ","Leucadia National                                 ",$5.14
"Southeast                                         ","Leucadia National                                 ",$5.28
"Southeast                                         ","Leucadia National                                 ",$5.55
"Southeast                                         ","Leucadia National                                 ",$5.36
"Southeast                                         ","Leucadia National                                 ",$5.32
"Southeast                                         ","Leucadia National                                 ",$5.57
"Southeast                                         ","Leucadia National                                 ",$5.24
"Southeast                                         ","Dominion Resources                                ",$6.13
"Southeast                                         ","Dominion Resources                                ",$5.46
"Southeast                                         ","Dominion Resources                                ",$5.60
"Southeast                                         ","Dominion Resources                                ",$5.39
"Southeast                                         ","Dominion Resources                                ",$5.41
"Southeast                                         ","Dominion Resources                                ",$5.36
"Southeast                                         ","Dominion Resources                                ",$5.52
"Southeast                                         ","Dominion Resources                                ",$5.26
"Southeast                                         ","Dominion Resources                                ",$5.36
"Southeast                                         ","Dominion Resources                                ",$5.13
"Southeast                                         ","Dominion Resources                                ",$4.99
"Southeast                                         ","Dominion Resources                                ",$5.55
"Southeast                                         ","Dominion Resources                                ",$5.18
"Southeast                                         ","United States Steel                               ",$5.44
"Southeast                                         ","United States Steel                               ",$5.54
"Southeast                                         ","United States Steel                               ",$5.44
"Southeast                                         ","United States Steel                               ",$5.24
"Southeast                                         ","United States Steel                               ",$5.40
"Southeast                                         ","United States Steel                               ",$5.47
"Southeast                                         ","United States Steel                               ",$5.41
"Southeast                                         ","United States Steel                               ",$5.45
"Southeast                                         ","United States Steel                               ",$6.16
"Southeast                                         ","United States Steel                               ",$5.84
"Southeast                                         ","United States Steel                               ",$5.27
"Southeast                                         ","United States Steel                               ",$5.21
"Southeast                                         ","United States Steel                               ",$5.18
"Southeast                                         ","United States Steel                               ",$5.32
"Southeast                                         ","United States Steel                               ",$5.56
"Southeast                                         ","United States Steel                               ",$5.62
"Southeast                                         ","United States Steel                               ",$5.04
"Southeast                                         ","United States Steel                               ",$5.19
"Southeast                                         ","United States Steel                               ",$5.40
"Southeast                                         ","United States Steel                               ",$5.43
"Southeast                                         ","United States Steel                               ",$5.53
"Southeast                                         ","United States Steel                               ",$5.20
"Southeast                                         ","United States Steel                               ",$5.63
"Southeast                                         ","United States Steel                               ",$5.63
"Southeast                                         ","United States Steel                               ",$5.23
"Southeast                                         ","United States Steel                               ",$5.19
"Southeast                                         ","United States Steel                               ",$5.16
"Southeast                                         ","United States Steel                               ",$5.42
"Southeast                                         ","United States Steel                               ",$5.38
"Southeast                                         ","United States Steel                               ",$5.18
"Southeast                                         ","United States Steel                               ",$5.53
"Southeast                                         ","United States Steel                               ",$5.29
"Southeast                                         ","United States Steel                               ",$5.45
"Southeast                                         ","United States Steel                               ",$5.29
"Southeast                                         ","United States Steel                               ",$5.41
"Southeast                                         ","United States Steel                               ",$5.21
"Southeast                                         ","United States Steel                               ",$5.35
"Southeast                                         ","United States Steel                               ",$5.36
"Southeast                                         ","L-3 Communications                                ",$5.08
"Southeast                                         ","L-3 Communications                                ",$5.18
"Southeast                                         ","L-3 Communications                                ",$5.07
"Southeast                                         ","L-3 Communications                                ",$5.06
"Southeast                                         ","L-3 Communications                                ",$5.09
"Southeast                                         ","L-3 Communications                                ",$4.99
"Southeast                                         ","L-3 Communications                                ",$5.12
"Southeast                                         ","Edison International                              ",$5.11
"Southeast                                         ","Edison International                              ",$7.53
"Southeast                                         ","Entergy                                           ",$5.17
"Southeast                                         ","Entergy                                           ",$5.18
"Southeast                                         ","Entergy                                           ",$5.27
"Southeast                                         ","Entergy                                           ",$5.12
"Southeast                                         ","Entergy                                           ",$5.13
"Southeast                                         ","Entergy                                           ",$5.08
"Southeast                                         ","Entergy                                           ",$5.35
"Southeast                                         ","Entergy                                           ",$5.11
"Southeast                                         ","Entergy                                           ",$5.20
"Southeast                                         ","Entergy                                           ",$5.09
"Southeast                                         ","Entergy                                           ",$5.10
"Southeast                                         ","Entergy                                           ",$5.02
"Southeast                                         ","Entergy                                           ",$5.08
"Southeast                                         ","Entergy                                           ",$5.14
"Southeast                                         ","Entergy                                           ",$5.00
"Southeast                                         ","Entergy                                           ",$5.15
"Southeast                                         ","Entergy                                           ",$5.05
"Southeast                                         ","Entergy                                           ",$5.33
"Southeast                                         ","Entergy                                           ",$5.15
"Southeast                                         ","Entergy                                           ",$5.04
"Southeast                                         ","Entergy                                           ",$5.04
"Southeast                                         ","Entergy                                           ",$5.26
"Southeast                                         ","Entergy                                           ",$5.16
"Southeast                                         ","Entergy                                           ",$5.13
"Southeast                                         ","Entergy                                           ",$5.08
"Southeast                                         ","Entergy                                           ",$5.63
"Southeast                                         ","Entergy                                           ",$5.22
"Southeast                                         ","Entergy                                           ",$5.15
"Southeast                                         ","Entergy                                           ",$5.13
"Southeast                                         ","Entergy                                           ",$5.37
"Southeast                                         ","Entergy                                           ",$5.07
"Southeast                                         ","Entergy                                           ",$5.06
"Southeast                                         ","Entergy                                           ",$5.04
"Southeast                                         ","Entergy                                           ",$5.03
"Southeast                                         ","Entergy                                           ",$5.15
"Southeast                                         ","Entergy                                           ",$5.03
"Southeast                                         ","Entergy                                           ",$5.00
"Southeast                                         ","ADP                                               ",$5.13
"Southeast                                         ","ADP                                               ",$5.13
"Southeast                                         ","ADP                                               ",$5.03
"Southeast                                         ","ADP                                               ",$5.11
"Southeast                                         ","ADP                                               ",$5.05
"Southeast                                         ","ADP                                               ",$5.23
"Southeast                                         ","ADP                                               ",$5.06
"Southeast                                         ","ADP                                               ",$5.38
"Southeast                                         ","ADP                                               ",$5.81
"Southeast                                         ","ADP                                               ",$5.98
"Southeast                                         ","ADP                                               ",$6.69
"Southeast                                         ","ADP                                               ",$6.77
"Southeast                                         ","ADP                                               ",$5.10
"Southeast                                         ","ADP                                               ",$5.41
"Southeast                                         ","ADP                                               ",$5.05
"Southeast                                         ","ADP                                               ",$5.06
"Southeast                                         ","ADP                                               ",$5.49
"Southeast                                         ","ADP                                               ",$5.01
"Southeast                                         ","ADP                                               ",$5.09
"Southeast                                         ","ADP                                               ",$5.18
"Southeast                                         ","ADP                                               ",$5.10
"Southeast                                         ","ADP                                               ",$5.20
"Southeast                                         ","ADP                                               ",$5.03
"Southeast                                         ","ADP                                               ",$5.14
"Southeast                                         ","ADP                                               ",$5.02
"Southeast                                         ","ADP                                               ",$4.99
"Southeast                                         ","ADP                                               ",$5.12
"Southeast                                         ","ADP                                               ",$5.25
"Southeast                                         ","ADP                                               ",$5.00
"Southeast                                         ","ADP                                               ",$5.27
"Southeast                                         ","ADP                                               ",$5.15
"Southeast                                         ","ADP                                               ",$5.24
"Southeast                                         ","ADP                                               ",$5.35
"Southeast                                         ","ADP                                               ",$5.04
"Southeast                                         ","ADP                                               ",$5.21
"Southeast                                         ","ADP                                               ",$5.41
"Southeast                                         ","ADP                                               ",$5.03
"Southeast                                         ","ADP                                               ",$5.17
"Southeast                                         ","First Data                                        ",$5.69
"Southeast                                         ","First Data                                        ",$5.50
"Southeast                                         ","First Data                                        ",$5.15
"Southeast                                         ","First Data                                        ",$5.34
"Southeast                                         ","First Data                                        ",$5.24
"Southeast                                         ","First Data                                        ",$5.45
"Southeast                                         ","BlackRock                                         ",$5.08
"Southeast                                         ","BlackRock                                         ",$5.02
"Southeast                                         ","BlackRock                                         ",$5.36
"Southeast                                         ","BlackRock                                         ",$5.14
"Southeast                                         ","BlackRock                                         ",$5.01
"Southeast                                         ","BlackRock                                         ",$5.31
"Southeast                                         ","BlackRock                                         ",$5.10
"Southeast                                         ","BlackRock                                         ",$4.99
"Southeast                                         ","BlackRock                                         ",$5.10
"Southeast                                         ","BlackRock                                         ",$4.99
"Southeast                                         ","BlackRock                                         ",$5.17
"Southeast                                         ","BlackRock                                         ",$5.08
"Southeast                                         ","BlackRock                                         ",$5.28
"Southeast                                         ","BlackRock                                         ",$5.11
"Southeast                                         ","BlackRock                                         ",$5.04
"Southeast                                         ","BlackRock                                         ",$5.44
"Southeast                                         ","BlackRock                                         ",$5.12
"Southeast                                         ","BlackRock                                         ",$5.13
"Southeast                                         ","BlackRock                                         ",$5.12
"Southeast                                         ","BlackRock                                         ",$5.03
"Southeast                                         ","BlackRock                                         ",$5.41
"Southeast                                         ","BlackRock                                         ",$5.26
"Southeast                                         ","BlackRock                                         ",$6.31
"Southeast                                         ","BlackRock                                         ",$5.37
"Southeast                                         ","BlackRock                                         ",$5.09
"Southeast                                         ","BlackRock                                         ",$5.12
"Southeast                                         ","BlackRock                                         ",$5.11
"Southeast                                         ","BlackRock                                         ",$5.12
"Southeast                                         ","BlackRock                                         ",$5.30
"Southeast                                         ","BlackRock                                         ",$5.06
"Southeast                                         ","BlackRock                                         ",$5.13
"Southeast                                         ","BlackRock                                         ",$5.07
"Southeast                                         ","BlackRock                                         ",$5.07
"Southeast                                         ","BlackRock                                         ",$5.01
"Southeast                                         ","BlackRock                                         ",$5.38
"Southeast                                         ","BlackRock                                         ",$5.07
"Southeast                                         ","BlackRock                                         ",$5.21
"Southeast                                         ","BlackRock                                         ",$5.02
"Southeast                                         ","BlackRock                                         ",$5.00
"West                                              ","WestRock                                          ",$5.21
"West                                              ","WestRock                                          ",$5.38
"West                                              ","WestRock                                          ",$5.96
"West                                              ","WestRock                                          ",$5.12
"West                                              ","WestRock                                          ",$5.09
"West                                              ","WestRock                                          ",$6.66
"West                                              ","WestRock                                          ",$5.18
"West                                              ","Voya Financial                                    ",$5.04
"West                                              ","Voya Financial                                    ",$5.17
"West                                              ","Voya Financial                                    ",$5.12
"West                                              ","Voya Financial                                    ",$5.11
"West                                              ","Voya Financial                                    ",$5.07
"West                                              ","Sherwin-Williams                                  ",$5.14
"West                                              ","Hilton Worldwide Holdings                         ",$6.31
"West                                              ","Hilton Worldwide Holdings                         ",$5.34
"West                                              ","Hilton Worldwide Holdings                         ",$5.96
"West                                              ","Hilton Worldwide Holdings                         ",$5.71
"West                                              ","Hilton Worldwide Holdings                         ",$5.38
"West                                              ","Hilton Worldwide Holdings                         ",$5.15
"West                                              ","Hilton Worldwide Holdings                         ",$5.14
"West                                              ","Hilton Worldwide Holdings                         ",$5.68
"West                                              ","Hilton Worldwide Holdings                         ",$5.37
"West                                              ","Hilton Worldwide Holdings                         ",$4.99
"West                                              ","Hilton Worldwide Holdings                         ",$5.62
"West                                              ","Hilton Worldwide Holdings                         ",$5.43
"West                                              ","Hilton Worldwide Holdings                         ",$5.33
"West                                              ","Hilton Worldwide Holdings                         ",$6.07
"West                                              ","Hilton Worldwide Holdings                         ",$5.17
"West                                              ","Hilton Worldwide Holdings                         ",$5.37
"West                                              ","Hilton Worldwide Holdings                         ",$5.51
"West                                              ","Hilton Worldwide Holdings                         ",$5.45
"West                                              ","R.R. Donnelley & Sons                             ",$5.04
"West                                              ","R.R. Donnelley & Sons                             ",$5.39
"West                                              ","R.R. Donnelley & Sons                             ",$5.04
"West                                              ","R.R. Donnelley & Sons                             ",$5.36
"West                                              ","R.R. Donnelley & Sons                             ",$5.25
"West                                              ","R.R. Donnelley & Sons                             ",$5.09
"West                                              ","R.R. Donnelley & Sons                             ",$5.18
"West                                              ","R.R. Donnelley & Sons                             ",$5.06
"West                                              ","R.R. Donnelley & Sons                             ",$5.13
"West                                              ","R.R. Donnelley & Sons                             ",$6.83
"West                                              ","Stanley Black & Decker                            ",$5.17
"West                                              ","Stanley Black & Decker                            ",$5.18
"West                                              ","Stanley Black & Decker                            ",$5.69
"West                                              ","Stanley Black & Decker                            ",$5.09
"West                                              ","Stanley Black & Decker                            ",$5.06
"West                                              ","Stanley Black & Decker                            ",$5.05
"West                                              ","Stanley Black & Decker                            ",$5.07
"West                                              ","Stanley Black & Decker                            ",$5.27
"West                                              ","Stanley Black & Decker                            ",$5.47
"West                                              ","Stanley Black & Decker                            ",$5.22
"West                                              ","Stanley Black & Decker                            ",$5.09
"West                                              ","Stanley Black & Decker                            ",$5.02
"West                                              ","Stanley Black & Decker                            ",$5.21
"West                                              ","Stanley Black & Decker                            ",$5.15
"West                                              ","Stanley Black & Decker                            ",$5.21
"West                                              ","Stanley Black & Decker                            ",$5.12
"West                                              ","Stanley Black & Decker                            ",$5.22
"West                                              ","Stanley Black & Decker                            ",$5.21
"West                                              ","Stanley Black & Decker                            ",$5.13
"West                                              ","Stanley Black & Decker                            ",$5.13
"West                                              ","Stanley Black & Decker                            ",$5.35
"West                                              ","Xcel Energy                                       ",$4.99
"West                                              ","Xcel Energy                                       ",$5.07
"West                                              ","Xcel Energy                                       ",$5.33
"West                                              ","Xcel Energy                                       ",$6.57
"West                                              ","Xcel Energy                                       ",$5.14
"West                                              ","Murphy USA                                        ",$5.06
"West                                              ","Murphy USA                                        ",$5.01
"West                                              ","Murphy USA                                        ",$5.04
"West                                              ","Murphy USA                                        ",$5.13
"West                                              ","Murphy USA                                        ",$5.04
"West                                              ","Murphy USA                                        ",$5.14
"West                                              ","Murphy USA                                        ",$5.28
"West                                              ","CBRE Group                                        ",$5.45
"West                                              ","D.R. Horton                                       ",$5.20
"West                                              ","D.R. Horton                                       ",$5.40
"West                                              ","D.R. Horton                                       ",$5.34
"West                                              ","D.R. Horton                                       ",$5.75
"West                                              ","D.R. Horton                                       ",$5.25
"West                                              ","D.R. Horton                                       ",$5.49
"West                                              ","D.R. Horton                                       ",$5.36
"West                                              ","D.R. Horton                                       ",$5.32
"West                                              ","D.R. Horton                                       ",$5.42
"West                                              ","D.R. Horton                                       ",$5.11
"West                                              ","D.R. Horton                                       ",$5.94
"West                                              ","D.R. Horton                                       ",$5.49
"West                                              ","D.R. Horton                                       ",$5.52
"West                                              ","Estee Lauder                                      ",$5.36
"West                                              ","Estee Lauder                                      ",$5.24
"West                                              ","Estee Lauder                                      ",$5.20
"West                                              ","Estee Lauder                                      ",$5.59
"West                                              ","Estee Lauder                                      ",$5.41
"West                                              ","Praxair                                           ",$5.08
"West                                              ","Praxair                                           ",$5.11
"West                                              ","Praxair                                           ",$5.05
"West                                              ","Praxair                                           ",$5.01
"West                                              ","Biogen                                            ",$5.30
"West                                              ","Biogen                                            ",$5.40
"West                                              ","Biogen                                            ",$5.40
"West                                              ","State Street Corp.                                ",$5.36
"West                                              ","State Street Corp.                                ",$5.42
"West                                              ","State Street Corp.                                ",$5.71
"West                                              ","State Street Corp.                                ",$6.02
"West                                              ","State Street Corp.                                ",$5.11
"West                                              ","State Street Corp.                                ",$5.68
"West                                              ","State Street Corp.                                ",$5.87
"West                                              ","State Street Corp.                                ",$5.21
"West                                              ","State Street Corp.                                ",$5.18
"West                                              ","State Street Corp.                                ",$5.27
"West                                              ","State Street Corp.                                ",$5.15
"West                                              ","State Street Corp.                                ",$5.18
