"Northeast                                         ","Walmart                                           ",$5.76
"Southeast                                         ","Ecolab                                            ",$5.07
"Southeast                                         ","Ecolab                                            ",$5.84
"Southeast                                         ","Ecolab                                            ",$5.82
"Southeast                                         ","Ecolab                                            ",$5.56
"Southeast                                         ","Ecolab                                            ",$5.22
"Southeast                                         ","Ecolab                                            ",$5.42
"Southeast                                         ","Ecolab                                            ",$5.31
"Southeast                                         ","Ecolab                                            ",$5.36
"Southeast                                         ","Ecolab                                            ",$5.05
"Southeast                                         ","Ecolab                                            ",$5.33
"Southeast                                         ","Ecolab                                            ",$5.48
"Southeast                                         ","Ecolab                                            ",$5.12
"Southeast                                         ","Ecolab                                            ",$5.22
"Southeast                                         ","Ecolab                                            ",$5.19
"Southeast                                         ","Ecolab                                            ",$5.14
"Southeast                                         ","Ecolab                                            ",$5.07
"Southeast                                         ","Ecolab                                            ",$5.04
"Southeast                                         ","Ecolab                                            ",$5.07
"Southeast                                         ","Ecolab                                            ",$5.25
"Southeast                                         ","Ecolab                                            ",$5.57
"Southeast                                         ","Ecolab                                            ",$5.09
"Southeast                                         ","Ecolab                                            ",$5.12
"Southeast                                         ","Ecolab                                            ",$5.09
"Southeast                                         ","Kellogg                                           ",$5.26
"Southeast                                         ","Kellogg                                           ",$5.10
"Southeast                                         ","Kellogg                                           ",$5.03
"Southeast                                         ","Kellogg                                           ",$5.16
"Southeast                                         ","Kellogg                                           ",$6.46
"Southeast                                         ","Kellogg                                           ",$5.59
"Southeast                                         ","Kellogg                                           ",$5.05
"Southeast                                         ","Kellogg                                           ",$5.23
"Southeast                                         ","Kellogg                                           ",$5.39
"Southeast                                         ","Kellogg                                           ",$5.37
"Southeast                                         ","Kellogg                                           ",$5.12
"Southeast                                         ","Kellogg                                           ",$5.04
"Southeast                                         ","Kellogg                                           ",$5.17
"Southeast                                         ","Kellogg                                           ",$5.67
"Southeast                                         ","Textron                                           ",$5.23
"Southeast                                         ","Textron                                           ",$5.06
"Southeast                                         ","Textron                                           ",$5.62
"Southeast                                         ","Textron                                           ",$5.47
"Southeast                                         ","Loews                                             ",$5.05
"Southeast                                         ","Illinois Tool Works                               ",$5.59
"Southeast                                         ","Illinois Tool Works                               ",$5.47
"Southeast                                         ","Synnex                                            ",$5.90
"Southeast                                         ","Synnex                                            ",$5.53
"Southeast                                         ","Synnex                                            ",$6.35
"Southeast                                         ","Synnex                                            ",$5.94
"Southeast                                         ","Synnex                                            ",$6.06
"Southeast                                         ","Synnex                                            ",$5.91
"Southeast                                         ","Synnex                                            ",$5.11
"Southeast                                         ","Synnex                                            ",$5.50
"Southeast                                         ","Synnex                                            ",$5.23
"Southeast                                         ","Viacom                                            ",$5.11
"Southeast                                         ","Viacom                                            ",$5.09
"Southeast                                         ","Viacom                                            ",$5.22
"Southeast                                         ","Viacom                                            ",$5.18
"Southeast                                         ","Viacom                                            ",$5.11
"Southeast                                         ","Viacom                                            ",$5.15
"Southeast                                         ","Viacom                                            ",$5.16
"Southeast                                         ","HollyFrontier                                     ",$5.81
"Southeast                                         ","HollyFrontier                                     ",$5.63
"Southeast                                         ","HollyFrontier                                     ",$5.38
"Southeast                                         ","HollyFrontier                                     ",$5.32
"Southeast                                         ","HollyFrontier                                     ",$5.30
"Southeast                                         ","HollyFrontier                                     ",$5.37
"Southeast                                         ","HollyFrontier                                     ",$5.38
"Southeast                                         ","HollyFrontier                                     ",$5.18
"Southeast                                         ","HollyFrontier                                     ",$5.29
"Southeast                                         ","Land O'Lakes                                      ",$5.14
"Southeast                                         ","Land O'Lakes                                      ",$5.18
"Southeast                                         ","Land O'Lakes                                      ",$5.09
"Southeast                                         ","Land O'Lakes                                      ",$5.06
"Southeast                                         ","Land O'Lakes                                      ",$5.16
"Southeast                                         ","Land O'Lakes                                      ",$5.34
"Southeast                                         ","Land O'Lakes                                      ",$5.17
"Southeast                                         ","Land O'Lakes                                      ",$5.17
"Southeast                                         ","Land O'Lakes                                      ",$5.14
"Southeast                                         ","Land O'Lakes                                      ",$5.22
"Southeast                                         ","Land O'Lakes                                      ",$5.15
"Southeast                                         ","Land O'Lakes                                      ",$5.15
"Southeast                                         ","Land O'Lakes                                      ",$5.08
"Southeast                                         ","Land O'Lakes                                      ",$5.10
"Southeast                                         ","Land O'Lakes                                      ",$5.39
"Southeast                                         ","Land O'Lakes                                      ",$5.13
"Southeast                                         ","Land O'Lakes                                      ",$5.86
"Southeast                                         ","Land O'Lakes                                      ",$5.31
"Southeast                                         ","Land O'Lakes                                      ",$5.03
"Southeast                                         ","Land O'Lakes                                      ",$5.13
"Southeast                                         ","Land O'Lakes                                      ",$5.20
"Southeast                                         ","Land O'Lakes                                      ",$5.49
"Southeast                                         ","Land O'Lakes                                      ",$5.06
"Southeast                                         ","Land O'Lakes                                      ",$5.96
"Southeast                                         ","Land O'Lakes                                      ",$5.05
"Southeast                                         ","PBF Energy                                        ",$5.95
"Southeast                                         ","PBF Energy                                        ",$5.79
"Southeast                                         ","PBF Energy                                        ",$5.27
"Southeast                                         ","PBF Energy                                        ",$6.95
"Southeast                                         ","PBF Energy                                        ",$5.15
"Southeast                                         ","PBF Energy                                        ",$6.62
"Southeast                                         ","PBF Energy                                        ",$5.60
"Southeast                                         ","Yum Brands                                        ",$5.09
"Southeast                                         ","Yum Brands                                        ",$5.14
"Southeast                                         ","Yum Brands                                        ",$5.08
"Southeast                                         ","Texas Instruments                                 ",$5.25
"Southeast                                         ","Texas Instruments                                 ",$5.71
"Southeast                                         ","Texas Instruments                                 ",$5.08
"Southeast                                         ","Texas Instruments                                 ",$5.10
"Southeast                                         ","Texas Instruments                                 ",$5.20
"Southeast                                         ","Texas Instruments                                 ",$5.15
"Southeast                                         ","Texas Instruments                                 ",$5.31
"Southeast                                         ","Texas Instruments                                 ",$5.08
"Southeast                                         ","Texas Instruments                                 ",$5.17
"Southeast                                         ","Texas Instruments                                 ",$5.07
"Southeast                                         ","CDW                                               ",$5.37
"Southeast                                         ","CDW                                               ",$5.71
"Southeast                                         ","CDW                                               ",$5.46
"Southeast                                         ","CDW                                               ",$5.49
"Southeast                                         ","CDW                                               ",$5.39
"Southeast                                         ","CDW                                               ",$5.27
"Southeast                                         ","CDW                                               ",$5.80
"Southeast                                         ","CDW                                               ",$5.27
"Southeast                                         ","CDW                                               ",$5.48
"Southeast                                         ","CDW                                               ",$5.29
"Southeast                                         ","CDW                                               ",$5.47
"Southeast                                         ","Waste Management                                  ",$5.09
"Southeast                                         ","Marsh & McLennan                                  ",$5.42
"Southeast                                         ","Marsh & McLennan                                  ",$5.19
"Southeast                                         ","Chesapeake Energy                                 ",$5.81
"Southeast                                         ","Chesapeake Energy                                 ",$6.08
"Southeast                                         ","Parker-Hannifin                                   ",$5.93
"Southeast                                         ","Parker-Hannifin                                   ",$5.56
"Southeast                                         ","Occidental Petroleum                              ",$6.07
"Southeast                                         ","Occidental Petroleum                              ",$5.81
"Southeast                                         ","Occidental Petroleum                              ",$5.73
"Southeast                                         ","Occidental Petroleum                              ",$6.90
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.66
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.49
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.11
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.36
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.32
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.14
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.32
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.35
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.54
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.69
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.33
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.71
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.83
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.37
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.34
"Southeast                                         ","Guardian Life Ins. Co. of America                 ",$5.76
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.05
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.07
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.11
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.12
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.14
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.12
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.14
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.12
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.17
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.10
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.12
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.34
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.12
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.16
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.06
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.21
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.13
"Southeast                                         ","Farmers Insurance Exchange                        ",$5.22
"Southeast                                         ","J.C. Penney                                       ",$5.32
"Southeast                                         ","J.C. Penney                                       ",$5.42
"Southeast                                         ","Cognizant Technology Solutions                    ",$7.30
"Southeast                                         ","Cognizant Technology Solutions                    ",$5.80
"Southeast                                         ","Cognizant Technology Solutions                    ",$6.06
"Southeast                                         ","Cognizant Technology Solutions                    ",$6.49
"Southeast                                         ","Cognizant Technology Solutions                    ",$5.85
"Southeast                                         ","VF                                                ",$6.06
"Southeast                                         ","Ameriprise Financial                              ",$5.12
"Southeast                                         ","Ameriprise Financial                              ",$5.55
"Southeast                                         ","Ameriprise Financial                              ",$5.14
"Southeast                                         ","Ameriprise Financial                              ",$5.97
"Southeast                                         ","Ameriprise Financial                              ",$5.17
"Southeast                                         ","Ameriprise Financial                              ",$5.27
"Southeast                                         ","Ameriprise Financial                              ",$5.38
"Southeast                                         ","Ameriprise Financial                              ",$5.11
"Southeast                                         ","Computer Sciences                                 ",$5.30
"Southeast                                         ","Computer Sciences                                 ",$5.48
"Southeast                                         ","Computer Sciences                                 ",$5.08
"Southeast                                         ","Computer Sciences                                 ",$5.22
"Southeast                                         ","Computer Sciences                                 ",$5.14
"Southeast                                         ","Computer Sciences                                 ",$5.17
"Southeast                                         ","Jacobs Engineering Group                          ",$5.39
"Southeast                                         ","Jacobs Engineering Group                          ",$5.72
"Southeast                                         ","Jacobs Engineering Group                          ",$5.37
"Southeast                                         ","Jacobs Engineering Group                          ",$5.41
"Southeast                                         ","Jacobs Engineering Group                          ",$5.58
"Southeast                                         ","Principal Financial                               ",$5.88
"Southeast                                         ","Ross Stores                                       ",$5.06
"Southeast                                         ","Ross Stores                                       ",$5.11
"Southeast                                         ","Ross Stores                                       ",$5.06
"Southeast                                         ","Ross Stores                                       ",$5.26
"Southeast                                         ","CSX                                               ",$7.56
"Southeast                                         ","Toys 'R' Us                                       ",$5.69
"Southeast                                         ","Toys 'R' Us                                       ",$7.20
"Southeast                                         ","Toys 'R' Us                                       ",$5.64
"Southeast                                         ","Toys 'R' Us                                       ",$5.55
"Southeast                                         ","Toys 'R' Us                                       ",$5.90
"Southeast                                         ","Toys 'R' Us                                       ",$5.37
"Southeast                                         ","Las Vegas Sands                                   ",$6.02
"Southeast                                         ","Leucadia National                                 ",$5.31
"Southeast                                         ","Leucadia National                                 ",$5.11
"Southeast                                         ","Leucadia National                                 ",$5.41
"Southeast                                         ","Leucadia National                                 ",$5.29
"Southeast                                         ","Leucadia National                                 ",$5.16
"Southeast                                         ","Leucadia National                                 ",$5.92
"Southeast                                         ","Leucadia National                                 ",$5.56
"Southeast                                         ","Leucadia National                                 ",$5.47
"Southeast                                         ","Leucadia National                                 ",$5.46
"Southeast                                         ","Leucadia National                                 ",$5.72
"Southeast                                         ","Leucadia National                                 ",$5.30
"Southeast                                         ","Leucadia National                                 ",$5.31
"Southeast                                         ","Leucadia National                                 ",$5.77
"Southeast                                         ","Leucadia National                                 ",$5.85
"Southeast                                         ","Leucadia National                                 ",$5.20
"Southeast                                         ","Leucadia National                                 ",$5.26
"Southeast                                         ","Leucadia National                                 ",$5.24
"Southeast                                         ","Leucadia National                                 ",$5.31
"Southeast                                         ","Leucadia National                                 ",$5.48
"Southeast                                         ","Leucadia National                                 ",$5.93
"Southeast                                         ","Leucadia National                                 ",$5.44
"Southeast                                         ","Leucadia National                                 ",$5.27
"Southeast                                         ","Leucadia National                                 ",$5.14
"Southeast                                         ","Leucadia National                                 ",$5.36
"Southeast                                         ","Leucadia National                                 ",$5.57
"Southeast                                         ","Dominion Resources                                ",$5.46
"Southeast                                         ","Dominion Resources                                ",$5.60
"Southeast                                         ","Dominion Resources                                ",$5.39
"Southeast                                         ","Dominion Resources                                ",$5.41
"Southeast                                         ","Dominion Resources                                ",$5.36
"Southeast                                         ","Dominion Resources                                ",$5.26
"Southeast                                         ","Dominion Resources                                ",$5.36
"Southeast                                         ","Dominion Resources                                ",$5.55
"Southeast                                         ","Dominion Resources                                ",$5.18
"Southeast                                         ","United States Steel                               ",$5.44
"Southeast                                         ","United States Steel                               ",$5.54
"Southeast                                         ","United States Steel                               ",$5.44
"Southeast                                         ","United States Steel                               ",$5.40
"Southeast                                         ","United States Steel                               ",$5.47
"Southeast                                         ","United States Steel                               ",$5.41
"Southeast                                         ","United States Steel                               ",$5.45
"Southeast                                         ","United States Steel                               ",$5.84
"Southeast                                         ","United States Steel                               ",$5.27
"Southeast                                         ","United States Steel                               ",$5.21
"Southeast                                         ","United States Steel                               ",$5.18
"Southeast                                         ","United States Steel                               ",$5.32
"Southeast                                         ","United States Steel                               ",$5.56
"Southeast                                         ","United States Steel                               ",$5.62
"Southeast                                         ","United States Steel                               ",$5.19
"Southeast                                         ","United States Steel                               ",$5.40
"Southeast                                         ","United States Steel                               ",$5.43
"Southeast                                         ","United States Steel                               ",$5.53
"Southeast                                         ","United States Steel                               ",$5.20
"Southeast                                         ","United States Steel                               ",$5.42
"Southeast                                         ","United States Steel                               ",$5.38
"Southeast                                         ","United States Steel                               ",$5.18
"Southeast                                         ","United States Steel                               ",$5.53
"Southeast                                         ","United States Steel                               ",$5.45
"Southeast                                         ","United States Steel                               ",$5.41
"Southeast                                         ","United States Steel                               ",$5.35
"Southeast                                         ","United States Steel                               ",$5.36
"Southeast                                         ","L-3 Communications                                ",$5.18
"Southeast                                         ","L-3 Communications                                ",$5.07
"Southeast                                         ","L-3 Communications                                ",$5.09
"Southeast                                         ","Edison International                              ",$5.11
"Southeast                                         ","Edison International                              ",$7.53
"Southeast                                         ","Entergy                                           ",$5.17
"Southeast                                         ","Entergy                                           ",$5.27
"Southeast                                         ","Entergy                                           ",$5.12
"Southeast                                         ","Entergy                                           ",$5.13
"Southeast                                         ","Entergy                                           ",$5.08
"Southeast                                         ","Entergy                                           ",$5.35
"Southeast                                         ","Entergy                                           ",$5.11
"Southeast                                         ","Entergy                                           ",$5.20
"Southeast                                         ","Entergy                                           ",$5.09
"Southeast                                         ","Entergy                                           ",$5.08
"Southeast                                         ","Entergy                                           ",$5.14
"Southeast                                         ","Entergy                                           ",$5.15
"Southeast                                         ","Entergy                                           ",$5.05
"Southeast                                         ","Entergy                                           ",$5.33
"Southeast                                         ","Entergy                                           ",$5.15
"Southeast                                         ","Entergy                                           ",$5.26
"Southeast                                         ","Entergy                                           ",$5.13
"Southeast                                         ","Entergy                                           ",$5.08
"Southeast                                         ","Entergy                                           ",$5.63
"Southeast                                         ","Entergy                                           ",$5.22
"Southeast                                         ","Entergy                                           ",$5.13
"Southeast                                         ","Entergy                                           ",$5.37
"Southeast                                         ","Entergy                                           ",$5.06
"Southeast                                         ","Entergy                                           ",$5.15
"Southeast                                         ","ADP                                               ",$5.13
"Southeast                                         ","ADP                                               ",$5.13
"Southeast                                         ","ADP                                               ",$5.11
"Southeast                                         ","ADP                                               ",$5.23
"Southeast                                         ","ADP                                               ",$5.38
"Southeast                                         ","ADP                                               ",$5.98
"Southeast                                         ","ADP                                               ",$6.69
"Southeast                                         ","ADP                                               ",$6.77
"Southeast                                         ","ADP                                               ",$5.10
"Southeast                                         ","ADP                                               ",$5.41
"Southeast                                         ","ADP                                               ",$5.49
"Southeast                                         ","ADP                                               ",$5.09
"Southeast                                         ","ADP                                               ",$5.18
"Southeast                                         ","ADP                                               ",$5.10
"Southeast                                         ","ADP                                               ",$5.20
"Southeast                                         ","ADP                                               ",$5.14
"Southeast                                         ","ADP                                               ",$5.12
"Southeast                                         ","ADP                                               ",$5.25
"Southeast                                         ","ADP                                               ",$5.27
"Southeast                                         ","ADP                                               ",$5.15
"Southeast                                         ","ADP                                               ",$5.24
"Southeast                                         ","ADP                                               ",$5.35
"Southeast                                         ","ADP                                               ",$5.21
"Southeast                                         ","ADP                                               ",$5.41
"Southeast                                         ","ADP                                               ",$5.17
"Southeast                                         ","First Data                                        ",$5.69
"Southeast                                         ","First Data                                        ",$5.50
"Southeast                                         ","First Data                                        ",$5.34
"Southeast                                         ","First Data                                        ",$5.24
"Southeast                                         ","First Data                                        ",$5.45
"Southeast                                         ","BlackRock                                         ",$5.08
"Southeast                                         ","BlackRock                                         ",$5.36
"Southeast                                         ","BlackRock                                         ",$5.14
"Southeast                                         ","BlackRock                                         ",$5.10
"Southeast                                         ","BlackRock                                         ",$5.17
"Southeast                                         ","BlackRock                                         ",$5.08
"Southeast                                         ","BlackRock                                         ",$5.28
"Southeast                                         ","BlackRock                                         ",$5.11
"Southeast                                         ","BlackRock                                         ",$5.44
"Southeast                                         ","BlackRock                                         ",$5.12
"Southeast                                         ","BlackRock                                         ",$5.13
"Southeast                                         ","BlackRock                                         ",$5.12
"Southeast                                         ","BlackRock                                         ",$5.41
"Southeast                                         ","BlackRock                                         ",$5.26
"Southeast                                         ","BlackRock                                         ",$5.09
"Southeast                                         ","BlackRock                                         ",$5.12
"Southeast                                         ","BlackRock                                         ",$5.12
"Southeast                                         ","BlackRock                                         ",$5.30
"Southeast                                         ","BlackRock                                         ",$5.06
"Southeast                                         ","BlackRock                                         ",$5.13
"Southeast                                         ","BlackRock                                         ",$5.01
"Southeast                                         ","BlackRock                                         ",$5.38
"Southeast                                         ","BlackRock                                         ",$5.07
"Southeast                                         ","BlackRock                                         ",$5.21
"West                                              ","WestRock                                          ",$5.21
"West                                              ","WestRock                                          ",$5.38
"West                                              ","WestRock                                          ",$5.96
"West                                              ","WestRock                                          ",$6.66
"West                                              ","Voya Financial                                    ",$5.17
"West                                              ","Voya Financial                                    ",$5.12
"West                                              ","Voya Financial                                    ",$5.07
"West                                              ","Hilton Worldwide Holdings                         ",$6.31
"West                                              ","Hilton Worldwide Holdings                         ",$5.96
"West                                              ","Hilton Worldwide Holdings                         ",$5.71
"West                                              ","Hilton Worldwide Holdings                         ",$5.14
"West                                              ","Hilton Worldwide Holdings                         ",$5.68
"West                                              ","Hilton Worldwide Holdings                         ",$5.62
"West                                              ","Hilton Worldwide Holdings                         ",$5.43
"West                                              ","Hilton Worldwide Holdings                         ",$5.33
"West                                              ","Hilton Worldwide Holdings                         ",$5.45
"West                                              ","R.R. Donnelley & Sons                             ",$5.39
"West                                              ","R.R. Donnelley & Sons                             ",$5.36
"West                                              ","R.R. Donnelley & Sons                             ",$5.25
"West                                              ","R.R. Donnelley & Sons                             ",$5.18
"West                                              ","R.R. Donnelley & Sons                             ",$5.06
"West                                              ","R.R. Donnelley & Sons                             ",$5.13
"West                                              ","R.R. Donnelley & Sons                             ",$6.83
"West                                              ","Stanley Black & Decker                            ",$5.17
"West                                              ","Stanley Black & Decker                            ",$5.09
"West                                              ","Stanley Black & Decker                            ",$5.06
"West                                              ","Stanley Black & Decker                            ",$5.27
"West                                              ","Stanley Black & Decker                            ",$5.47
"West                                              ","Stanley Black & Decker                            ",$5.22
"West                                              ","Stanley Black & Decker                            ",$5.09
"West                                              ","Stanley Black & Decker                            ",$5.15
"West                                              ","Stanley Black & Decker                            ",$5.21
"West                                              ","Stanley Black & Decker                            ",$5.12
"West                                              ","Stanley Black & Decker                            ",$5.22
"West                                              ","Stanley Black & Decker                            ",$5.21
"West                                              ","Stanley Black & Decker                            ",$5.13
"West                                              ","Stanley Black & Decker                            ",$5.13
"West                                              ","Stanley Black & Decker                            ",$5.35
"West                                              ","Xcel Energy                                       ",$5.33
"West                                              ","Xcel Energy                                       ",$6.57
"West                                              ","Xcel Energy                                       ",$5.14
"West                                              ","Murphy USA                                        ",$5.06
"West                                              ","Murphy USA                                        ",$5.04
"West                                              ","Murphy USA                                        ",$5.13
"West                                              ","Murphy USA                                        ",$5.04
